Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Connecticut,CHON_norm,PctConif2019Ws,45,0.016831196800848963,0.12577498514880786,0.10544417084994295,1.8687658556774818,6.186421424144819,1,-0.354647691588156,< 0.1,0.11,r~'= '*-0.35,r^2~'= '*0.11
Connecticut,normalized.transformations,WsAreaSqKm,45,0.1150744415904271,0.05674512631477803,0.03480896646163323,1.3936774001198629,2.5868304523065015,1,0.23821235550402936,n.s.,NA,NA,NA
Connecticut,normalized.transformations,tt_hr,45,0.05549051596248564,0.08265879570366404,0.06132527932467946,1.3744001037109888,3.874597803533712,1,0.28750442727663167,< 0.1,0.06,r~'= '*0.29,r^2~'= '*0.06
Connecticut,normalized.transformations,Da,39,0.08762738255245026,0.07680498133355748,0.051853764612842856,1.4484569786643424,3.078205852374064,1,0.27713711648488654,< 0.1,0.05,r~'= '*0.28,r^2~'= '*0.05
Connecticut,normalized.transformations,lulc_evenness,45,0.033498384261996576,0.10087880668962326,0.0799690114963586,1.3606826462725765,4.824476077227105,1,0.3176142419502364,< 0.1,0.08,r~'= '*0.32,r^2~'= '*0.08
Connecticut,normalized.transformations,PctDecid2019Ws,45,0.02705335909561575,0.10861317351820134,0.08788324732095021,1.354817614426232,5.239438504735433,1,-0.32956512788552345,< 0.1,0.09,r~'= '*-0.33,r^2~'= '*0.09
Connecticut,normalized.transformations,PctConif2019Ws,45,0.4776522187286122,0.011792927212081906,-0.011188632620195316,1.4264997753885205,0.5131473798187955,1,-0.1085952448870664,n.s.,NA,NA,NA
Yakima,DOC_mgL,WsAreaSqKm,193,3.002901280093378e-17,0.312346110464521,0.30874582832035624,0.4087703300589954,86.75600910077524,1,0.5588793344403791,< 0.1,0.31,r~'= '*0.56,r^2~'= '*0.31
Yakima,DOC_mgL,tt_hr,193,6.896665551320584e-16,0.2896759940602429,0.2859570202071552,0.4154537275463527,77.89137689681125,1,0.5382155646766851,< 0.1,0.29,r~'= '*0.54,r^2~'= '*0.29
Yakima,DOC_mgL,Da,192,1.1678385866301883e-9,0.17746105740472523,0.17313190507527643,0.4364480997852084,40.99210281827147,1,0.42126126976583705,< 0.1,0.17,r~'= '*0.42,r^2~'= '*0.17
Yakima,DOC_mgL,lulc_evenness,193,8.396516049252317e-14,0.2535482477907632,0.24964012343364672,0.4258878836273425,64.87722104570942,1,0.5035357462889437,< 0.1,0.25,r~'= '*0.50,r^2~'= '*0.25
Yakima,DOC_mgL,PctDecid2019Ws,193,7.928142787273163e-4,0.0573837659325982,0.05244860240344951,0.47858807306985496,11.627530798862244,1,0.23954908877430214,< 0.1,0.05,r~'= '*0.24,r^2~'= '*0.05
Yakima,DOC_mgL,PctConif2019Ws,193,2.837246855866286e-12,0.22596827145334655,0.22191574931435887,0.4336843949845979,55.75991042205423,1,-0.47536120103911156,< 0.1,0.22,r~'= '*-0.48,r^2~'= '*0.22
Yakima,peaks.with.formula,WsAreaSqKm,193,8.304405224885444e-4,0.05695791109497891,0.05202051795935059,429.62867391874516,11.536029141363862,1,0.2386585659367353,< 0.1,0.05,r~'= '*0.24,r^2~'= '*0.05
Yakima,peaks.with.formula,tt_hr,193,0.003746794066251492,0.043149095800518164,0.03813940520261516,432.762734888646,8.613125892161781,1,0.20772360434124526,< 0.1,0.04,r~'= '*0.21,r^2~'= '*0.04
Yakima,peaks.with.formula,Da,192,0.004764560218599122,0.041168690714914205,0.036122210139729605,434.221845637442,8.157901353540383,1,0.20290069175563247,< 0.1,0.04,r~'= '*0.20,r^2~'= '*0.04
Yakima,peaks.with.formula,lulc_evenness,193,0.007524181112443155,0.03680321862737991,0.031760303541659374,434.1954141375826,7.298004824945714,1,0.1918416498766104,< 0.1,0.03,r~'= '*0.19,r^2~'= '*0.03
Yakima,peaks.with.formula,PctDecid2019Ws,193,0.36528704794137856,0.004293281897121336,-9.198422814278295e-4,441.462114954806,0.8235525857579372,1,0.06552314016529884,n.s.,NA,NA,NA
